Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
245,2025-04-20,9159,SMJC,Sagarmatha Jalabidhyut Company Limited,600,600,571.2,576.17,23932,13867448.3,589.2,800,343.6,2025-04-20T14:59:59.342984,576,236,579.45,6759.63
246,2025-04-20,9167,MKHL,Mai Khola Hydropower Limited,690,690,673,673.4,3294,2246117.2,681.48,765,399,2025-04-20T14:59:53.723422,673,56,681.88,2640.78
247,2025-04-20,9171,BEDC,Bhugol Energy Development Company Limited,735,740,718,728.18,20779,15113781.4,746.4,1080,337.2,2025-04-20T14:59:55.730308,726.8,182,727.35,3961.69
248,2025-04-20,9173,CITY,City Hotel Limited,863,876,853,853,3680,3188294.1,862.76,1168.5,562,2025-04-20T14:57:26.902725,853,76,866.38,14279.22
249,2025-04-20,9176,IHL,Ingwa Hydropower Limited,693,705,680,686.58,7747,5390186.9,693.49,838,359.1,2025-04-20T14:59:36.599037,689.7,74,695.77,4119.48
250,2025-04-20,9183,NRM,Nepal Republic Media Limited,495,495,476.3,478.98,21964,10616846.5,491.01,645,338.1,2025-04-20T14:59:41.931691,480,257,483.37,4634.13
251,2025-04-20,9192,USHL,Upper Syange Hydropower Limited,705.8,730.4,705.8,710.26,1849,1312801,716.12,961,450,2025-04-20T14:58:41.650463,710,48,710,1562.57
252,2025-04-20,8026,NYADI,Nyadi Hydropower Limited,580,603,557,561.83,55415,31380900.6,580.27,880,276,2025-04-20T14:59:48.913344,562,377,566.28,8427.45
253,2025-04-20,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,329.3,332,324.1,325.3,35316,11563193.1,330.98,433,279.3,2025-04-20T14:59:23.843014,326,409,327.42,19518
254,2025-04-20,8055,BHL,Balephi Hydropower Limited,240.5,240.5,220.8,227.49,2483763,566793809.6,245.32,520,211.7,2025-04-20T14:59:59.994662,227,5770,228.19,8316.9
255,2025-04-20,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1630,1658,1606,1641.91,2976,4875622.9,1625.68,1958,1400,2025-04-20T14:59:45.731511,1647,134,1638.31,4374.45
256,2025-04-20,8068,CCBD88,Century Debenture 2088,1138.2,1192,1138.2,1157,480,568746,1137.1,1250,1029,2025-04-20T12:21:37.444595,1157,8,1184.88,2545.4
257,2025-04-20,8073,NICFC,NIC Asia Flexi CAP Fund,9.06,9.2,9.03,9.2,1700,15421,9.24,10.99,8.13,2025-04-20T14:59:01.039818,9.2,12,9.07,93.84
258,2025-04-20,8074,KDBY,Kumari Dhanabriddhi Yojana,9.17,9.28,9.17,9.28,2500,23049,9.33,11,8.26,2025-04-20T14:29:22.060121,9.28,20,9.21,37.12
259,2025-04-20,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,555.5,560,545.3,548.86,7613,4200650.9,559.1,829.7,460.1,2025-04-20T14:54:05.774253,553,129,551.77,6201.02
260,2025-04-20,8097,PBD88,10% Prime Debenture 2088,1151,1151,1150,1150,150,172550,1140.48,1219.7,1001,2025-04-20T14:22:04.614628,1150,3,1150.33,2003.17
261,2025-04-20,8099,UHEWA,Upper Hewakhola Hydropower Company Limited,680,691,661.7,669.73,11101,7430805.5,685.07,993.4,366.7,2025-04-20T14:59:43.537484,667.6,152,669.38,3348.65
262,2025-04-20,8104,USHEC,Upper Solu Hydro Electric Company Limited,567,567,542,546.7,13008,7147714.5,566.94,752,356.1,2025-04-20T14:59:41.309805,545,131,549.48,7380.45
263,2025-04-20,8108,RHGCL,Rapti Hydro And General Construction Limited,538,538,520,521.76,8093,4224756.5,528.7,708,319.4,2025-04-20T14:59:48.125565,525,104,522.02,3197.31
264,2025-04-20,8110,SBID83,10.25% Nepal SBI Bank Debenture 2083,1105,1105,1105,1105,15,16575,1099.9,1147.4,1015.1,2025-04-20T11:52:52.532543,1105,1,1105,2653.64
265,2025-04-20,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,195,202,193.5,195.03,1308368,257688730.3,193.7,212,97.2,2025-04-20T14:59:57.993267,196,1535,196.95,6435.99
266,2025-04-20,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,1056,1098,1042,1053.86,1238,1312785.1,1077.53,1306.8,663,2025-04-20T14:59:27.062267,1045.1,55,1060.4,2634.65
267,2025-04-20,8121,SPHL,Sayapatri Hydropower Limited,750,765,750,756.69,1928,1451914,752.73,922,443,2025-04-20T14:59:55.624684,750,49,753.06,2270.07
268,2025-04-20,8125,NSIF2,NMB Sulav Investment Fund - 2,10.11,10.3,10.11,10.21,205127,2097455.25,10.28,12.47,8.65,2025-04-20T14:58:28.7204,10.2,25,10.22,1246.64
269,2025-04-20,8126,SIKLES,Sikles Hydropower Limited,1091,1110,1063.5,1086.08,1550,1681380,1106.38,1475,480,2025-04-20T14:55:48.871709,1090,48,1084.76,9231.68
270,2025-04-20,8131,EHPL,Eastern Hydropower Limited,688,698,678,680.43,5729,3933751,689.93,997,431.8,2025-04-20T14:59:53.341239,681,73,686.63,4218.67
271,2025-04-20,8132,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,2200,2200,2172,2172.1,610,1328852,2203.84,2907,1160,2025-04-20T14:06:04.258595,2172.1,28,2178.44,2375.73
272,2025-04-20,9139,SAGF,Sanima Growth Fund,9.4,9.58,9.4,9.43,300,2841,9.5,10.93,8.44,2025-04-20T14:04:52.939552,9.43,3,9.47,634.2
273,2025-04-20,9140,UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,2302,2302,2232.4,2265.44,400,900046,2277.67,3223,1565,2025-04-20T14:57:56.645995,2274,27,2250.11,3365.88
274,2025-04-20,9146,SMHL,Super Madi Hydropower Limited,1059,1066,964.4,1032.21,80300,80439264.4,1070.9,1657,421.5,2025-04-20T14:59:59.99657,1025,370,1001.73,22760.23
275,2025-04-20,9150,AHL,Asian Hydropower Limited,720,738,715,734.25,4587,3324027.7,720.68,904,426.1,2025-04-20T14:57:32.898563,738,77,724.66,2496.45
276,2025-04-20,9152,EBLEB89,Everest Bank Limited Energy Bond, 2089,1035,1035,1035,1035,342,353970,1016,1035,1000,2025-04-20T14:07:16.484143,1035,2,1035,772.97
277,2025-04-20,9156,TAMOR,Sanima Middle Tamor Hydropower Limited,550,550,535,535.04,13738,7406424.2,542.17,637,348,2025-04-20T14:59:57.105303,535,198,539.11,17830.21
278,2025-04-20,9161,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,5300,5460,5257.1,5370.83,866,4598367,5352.95,6735,1910,2025-04-20T14:59:00.277424,5370.5,32,5309.89,4207.69
279,2025-04-20,9166,MAKAR,Makar Jitumaya Suri Hydropower Limited,720,728.2,711.1,720.28,6766,4856177.2,721.27,860,342,2025-04-20T14:58:40.692386,721,87,717.73,5474.13
280,2025-04-20,9194,TSHL,Three Star Hydropower Limited,796.3,805,791,793.23,2707,2151616.7,800.18,1231,475.4,2025-04-20T14:59:59.620371,791,48,794.83,3906.66
281,2025-04-20,9197,LBBLD89,11% L.B.B.L. Debenture 2089,1229,1245,1229,1251,373,463679,1205,1270,1049.6,2025-04-20T14:56:37.207002,1245,5,1243.1,1251
282,2025-04-20,9198,LVF2,Laxmi Value Fund 2,9.22,9.5,9.22,9.49,1000,9407,9.39,10.01,7.5,2025-04-20T13:56:20.430773,9.49,8,9.4,759.2
283,2025-04-20,9201,SNLI,Sun Nepal Life Insurance Company Limited,516,525,500,509.23,36004,18372500.9,516.66,744.5,447.2,2025-04-20T14:59:55.451229,509,586,510.29,25620.54
284,2025-04-20,9208,ULHC,Upper Lohore Khola Hydropower Company Limited,520,529.9,520,523.44,16181,8493435,527.36,693,317,2025-04-20T14:59:59.215112,523,150,524.9,2668.52
285,2025-04-20,9209,CLI,Citizen Life Insurance Company Limited,502,509,499,499.57,21021,10543190.9,503.61,774.9,430,2025-04-20T14:59:41.019599,499,357,501.55,24978.5
286,2025-04-20,9212,MANDU,Mandu Hydropower Limited,931,932,893,895.88,3947,3582263,913.83,1493.1,725.2,2025-04-20T14:59:12.548767,895,57,907.59,12216.55
287,2025-04-20,9214,BGWT,Bhagawati Hydropower Development Company Limited,996.1,1015,996,1000.01,3783,3792151.5,1009.31,1361.7,579.1,2025-04-20T14:59:55.866743,998.7,61,1002.41,5949.53
288,2025-04-20,9216,SONA,Sonapur Minerals And Oil Limited,474,477,467,468.05,35626,16809709.3,475.05,624,422.1,2025-04-20T14:59:45.013989,470,418,471.83,14392.77
289,2025-04-20,9217,MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,680,690,667,671.02,6569,4429594.1,693.59,890.4,401.1,2025-04-20T14:59:04.909431,690,84,674.31,6710.2
290,2025-04-20,9220,KBLD90,10% KBL Debenture 2090,1117.4,1117.4,1117.4,1117.4,40,44696,1140,1324.9,1000,2025-04-20T11:55:30.996319,1117.4,2,1117.4,5587
291,2025-04-20,9225,VLUCL,Vision Lumbini Urja Company Limited ,661,665.1,655.4,657.48,6254,4128872.7,668.55,816,445.1,2025-04-20T14:59:57.463764,660,115,660.19,12574.31
292,2025-04-20,9231,CIZBD90,10% Citizens Bank Debenture 2090,1152.6,1152.6,1152.6,1152.6,25,28815,1130,1205,1000,2025-04-20T13:33:17.180208,1152.6,1,1152.6,3457.8
293,2025-04-20,9234,HRL,Himalayan Reinsurance Limited,1025,1030,1000.1,1004.34,184072,185747341.5,1014.93,1156,512,2025-04-20T14:59:59.469294,1002,1644,1009.1,104451.36
294,2025-04-20,9238,NABILD87,9% Nabil Debenture 2087,1101,1101,1101,1101,225,247725,1110,1110,980,2025-04-20T13:09:13.311492,1101,2,1101,3303
295,2025-04-20,9242,SARBTM,Sarbottam Cement Limited,834,834,819.1,821.66,44459,36612853.1,818.06,1060,696.8,2025-04-20T14:59:49.794525,821.3,356,823.51,40881.69
296,2025-04-20,9245,MNMF1,Muktinath Mutual Fund 1,9.15,9.4,9.11,9.19,38750,357630.5,9.25,10.42,8.67,2025-04-20T14:58:28.132987,9.18,32,9.22,1148.75
297,2025-04-20,9246,GMLI,Guardian Micro Life Insurance Limited ,2500,2565,2452.3,2484.13,45164,112975066.8,2549.07,2778,301,2025-04-20T14:59:59.44855,2472.3,751,2501.44,18630.97
298,2025-04-20,9249,ICFCD88,9% ICFC Finance Limited Debenture 2088,1085,1100.5,1080.2,1100,698,766195,1090,1101,1000,2025-04-20T14:53:44.86698,1100,25,1097.7,330
299,2025-04-20,9250,NMIC,Nepal Micro Insurance Company Limited,600.4,647.5,600.4,647.5,440,283744,588.7,647.5,302.3,2025-04-20T14:58:52.490597,647.5,44,644.87,4856.25
300,2025-04-20,9252,CREST,Crest Micro Life Insurance Limited,496.5,535.4,496.5,535.4,440,234622,486.8,535.4,302.5,2025-04-20T14:59:25.128604,535.4,44,533.23,4015.5
301,2025-04-20,9168,GBILD84/85,Global IME Bank Debenture, 2084/85,1180,1183,1180,1188.9,77,91071.5,1180,1220,1000,2025-04-20T13:49:21.000772,1183,6,1182.74,5944.5
302,2025-04-20,9170,DOLTI,Dolti Power Company Limited,662,681,660,662.9,6570,4395697.4,674.33,1017,390.1,2025-04-20T14:58:56.2518,670,97,669.05,3556.37
303,2025-04-20,9174,PRSF,Prabhu Smart Fund,10.34,10.37,10.34,10.37,14065,145486.1,10.49,11.3,8.21,2025-04-20T14:19:00.172048,10.37,5,10.34,1037
304,2025-04-20,9175,MCHL,Menchhiyam Hydropower Limited,639,639,616.3,618.67,20460,12750169.2,631.95,714,355,2025-04-20T14:59:57.331223,618,212,623.17,3356.8
305,2025-04-20,9177,SCBD,10.30% Standard Chartered Bank Limited Debenture,1080.1,1080.1,1080.1,1080.1,25,27002.5,1100.2,1150,1000,2025-04-20T13:18:22.8741,1080.1,1,1080.1,2592.24
306,2025-04-20,9178,RMF2,RBB Mutual Fund 2,9.1,9.19,9.1,9.19,200,1829,9.16,10.73,7.91,2025-04-20T14:04:32.845002,9.19,2,9.14,777.58
307,2025-04-20,9179,MEL,Modi Energy Limited,323,323,313.7,314.54,25458,8062523.9,323.14,393,215,2025-04-20T14:59:37.273714,318,258,316.69,9121.66
308,2025-04-20,9181,RAWA,Rawa Energy Development Limited,881,882,870,870.5,1280,1120164.7,880.6,990,452.2,2025-04-20T14:57:40.535698,871,30,875.12,2437.4
309,2025-04-20,9182,SIGS3,Siddhartha Investment Growth Scheme 3,9.93,10,9.93,10,7400,73759,10.1,10.81,7.86,2025-04-20T14:24:50.949986,10,10,9.96,805.8
310,2025-04-20,9184,ILI,IME Life Insurance Company Limited,470,478,465,468.38,23997,11284218.1,471.65,606,412.5,2025-04-20T14:59:59.811425,469.7,361,470.23,23419
311,2025-04-20,9191,C30MF,Citizens Super 30 Mutual Fund,8.96,8.96,8.92,8.94,400,3576,9.13,10.92,8.13,2025-04-20T13:52:04.482129,8.94,4,8.94,671.15
312,2025-04-20,9193,GCIL,Ghorahi Cement Industry Limited,530,531,522,524.26,40160,21130344.1,531.09,668,460,2025-04-20T14:59:49.581965,526,369,526.15,23946.55
313,2025-04-20,9195,MLBLD89,11% Mahalaxmi Debenture 2089,1205,1241,1205,1241,138,171246.1,1205,1260,1000,2025-04-20T14:27:27.625583,1241,3,1240.91,1241
314,2025-04-20,9196,KBSH,Kutheli Bukhari Small Hydropower Limited,2200,2200,2156.1,2170,864,1882656.3,2193.91,3300,1000,2025-04-20T14:55:15.336911,2170,44,2179,2908.98
315,2025-04-20,9199,RNLI,Reliable Nepal Life Insurance Limited,544.8,544.8,535.1,535.72,32171,17411849.4,546.8,600.1,415,2025-04-20T14:59:48.132376,536,357,541.22,24857.41
316,2025-04-20,9203,MEHL,Manakamana Engineering Hydropower Limited,540,550.8,533.2,539.36,22078,11913035.7,546.73,696,294,2025-04-20T14:59:59.2131,539.9,238,539.58,4314.88
317,2025-04-20,9211,SBID89,9% Nepal SBI Bank Rinpatra 2089,1115,1137,1115,1137,796,904502,1115,1137.1,965,2025-04-20T11:30:47.219746,1137,3,1136.3,1612.68
318,2025-04-20,9213,HATHY,Hathway Investment Nepal Limited,1420,1439.9,1375.1,1381.09,33311,46369943.3,1418.07,1816,808.5,2025-04-20T14:59:59.553679,1380,441,1392.03,39104.18
319,2025-04-20,9215,MSHL,Mid Solu Hydropower Limited,906.1,936.8,897.1,905.04,1343,1220522,918.45,1180,594,2025-04-20T14:58:53.292432,905,43,908.8,6773.32
320,2025-04-20,9218,TVCL,Trishuli Jal Vidhyut Company Limited ,545,548.6,526.7,545.23,24879,13349552.1,539.56,697,431,2025-04-20T14:58:11.539221,544,204,536.57,10100.39
321,2025-04-20,9221,H8020,Himalayan 80-20,10.5,10.61,10.41,10.54,3000,31330,10.62,10.83,8.36,2025-04-20T14:47:55.572657,10.41,16,10.44,105.4
322,2025-04-20,9230,MKCL,Muktinath Krishi Company Limited,1650,1670,1621,1624.35,5925,9717119.1,1660.24,1926,785,2025-04-20T14:59:58.341696,1626,101,1640.02,11370.45
323,2025-04-20,9232,CKHL,Chirkhwa Hydropower Limited ,730.2,745,730.2,733.1,1936,1425109,740.63,910,480.5,2025-04-20T14:48:57.345681,733.1,32,736.11,2932.4
324,2025-04-20,9233,NWCL,Nepal Warehousing Company Limited ,985,986,965,967.03,4498,4377385.1,982.81,1264,678,2025-04-20T14:59:57.189854,966,75,973.18,6648.33
325,2025-04-20,9236,NICGF2,NIC ASIA Growth Fund-2,8.52,8.64,8.52,8.64,2400,20662,8.61,9.79,7.32,2025-04-20T14:44:06.079655,8.64,16,8.6,781.92
326,2025-04-20,9241,KSY,Kumari Sabal Yojana,8.88,9,8.88,8.91,1050,9360,9,10.91,7.77,2025-04-20T14:58:04.087149,8.91,7,8.91,663.57
327,2025-04-20,9244,NIBLSTF,NIBL Stable Fund,8.41,8.63,8.26,8.33,10980,92271.8,8.42,10.55,7.95,2025-04-20T14:53:29.437837,8.33,24,8.4,941.29
328,2025-04-20,9248,GSY,Garima Samriddhi Yojana,8.96,9.18,8.96,9.03,9830,88751.9,9.09,10,8.8,2025-04-20T14:47:25.925774,9.03,47,9.02,1128.75
